start_time,datetime,flow_mean,flow_total,transactions_count_flow
1705316400000,2024-01-15 11:00:00,0.02171162,0.49936737,23
1705320000000,2024-01-15 12:00:00,1.4246094,21.36914104,15
1705323600000,2024-01-15 13:00:00,0.02585747,0.775724,30
1705327200000,2024-01-15 14:00:00,0.00733236,0.32995618,45
1705330800000,2024-01-15 15:00:00,0.01004498,0.36161936,36
1705334400000,2024-01-15 16:00:00,0.0219142,0.15339942,7
1705338000000,2024-01-15 17:00:00,9.998e-05,9.998e-05,1
1705341600000,2024-01-15 18:00:00,0.00391782,0.26249378,67
1705345200000,2024-01-15 19:00:00,0.01482638,0.57822897,39
1705348800000,2024-01-15 20:00:00,0.03455118,0.10365353,3
1705352400000,2024-01-15 21:00:00,0.33622382,4.03468584,12
1705356000000,2024-01-15 22:00:00,0.00249704,0.01747931,7
1705359600000,2024-01-15 23:00:00,0.01198402,0.32356853,27
1705363200000,2024-01-16 00:00:00,0.00534732,0.13903044,26
1705366800000,2024-01-16 01:00:00,0.00234223,0.05621355,24
1705370400000,2024-01-16 02:00:00,0.25538718,4.34158211,17
1705374000000,2024-01-16 03:00:00,0.00362104,0.14846248,41
1705377600000,2024-01-16 04:00:00,0.00157743,0.03785828,24
1705381200000,2024-01-16 05:00:00,0.2807823,8.42346905,30
1705384800000,2024-01-16 06:00:00,0.02147475,0.60129309,28
1705388400000,2024-01-16 07:00:00,1.561636,20.30126796,13
1705392000000,2024-01-16 08:00:00,0.01237907,0.66846978,54
1705395600000,2024-01-16 09:00:00,0.00707774,0.40343139,57
1705399200000,2024-01-16 10:00:00,0.87874472,20.21112851,23
1705402800000,2024-01-16 11:00:00,0.00070027,0.02030787,29
1705406400000,2024-01-16 12:00:00,0.0013981,0.04753525,34
1705410000000,2024-01-16 13:00:00,0.00727938,0.48043911,66
1705413600000,2024-01-16 14:00:00,0.00681859,0.31365534,46
1705417200000,2024-01-16 15:00:00,0.01260034,0.18900506,15
1705420800000,2024-01-16 16:00:00,0.04279346,0.34234765,8
1705424400000,2024-01-16 17:00:00,0.18089562,0.36179123,2
1705428000000,2024-01-16 18:00:00,0.01525733,0.06102931,4
1705431600000,2024-01-16 19:00:00,0.009,0.009,1
1705435200000,2024-01-16 20:00:00,0.11805783,1.06252044,9
1705438800000,2024-01-16 21:00:00,0.01193762,0.16712675,14
1705442400000,2024-01-16 22:00:00,0.00504999,0.01009998,2
1705446000000,2024-01-16 23:00:00,0.02726054,0.08178162,3
1705449600000,2024-01-17 00:00:00,0.00582453,0.16891151,29
1705453200000,2024-01-17 01:00:00,1.21081557,20.58386474,17
1705456800000,2024-01-17 02:00:00,1.79664503,19.76309535,11
1705460400000,2024-01-17 03:00:00,0.3478318,19.82641274,57
1705464000000,2024-01-17 04:00:00,0.553765,8.30647497,15
1705467600000,2024-01-17 05:00:00,0.73893948,19.95136605,27
1705471200000,2024-01-17 06:00:00,0.03291175,0.03291175,1
1705474800000,2024-01-17 07:00:00,0.00339502,0.03734522,11
1705478400000,2024-01-17 08:00:00,0.00602757,0.22904766,38
1705482000000,2024-01-17 09:00:00,0.00298698,0.15532301,52
1705485600000,2024-01-17 10:00:00,0.00738122,0.05904979,8
1705489200000,2024-01-17 11:00:00,0.6589558,17.79180673,27
1705492800000,2024-01-17 12:00:00,0.01853197,0.09265987,5
1705496400000,2024-01-17 13:00:00,0.00680849,0.06808493,10
1705500000000,2024-01-17 14:00:00,0.01388173,0.20822601,15
1705503600000,2024-01-17 15:00:00,0.00653455,0.22217464,34
1705507200000,2024-01-17 16:00:00,0.01068351,0.11751857,11
1705510800000,2024-01-17 17:00:00,0.07126249,0.28504997,4
1705514400000,2024-01-17 18:00:00,0.01461206,0.11689651,8
1705518000000,2024-01-17 19:00:00,0.00257425,0.01287127,5
1705521600000,2024-01-17 20:00:00,0.0,0.0,0
1705525200000,2024-01-17 21:00:00,0.00868299,0.06946393,8
1705528800000,2024-01-17 22:00:00,0.00139369,0.01533061,11
1705532400000,2024-01-17 23:00:00,0.00566128,0.31137018,55
1705536000000,2024-01-18 00:00:00,0.01783025,0.57056797,32
1705539600000,2024-01-18 01:00:00,0.00029994,0.00059988,2
1705543200000,2024-01-18 02:00:00,0.00346455,0.02771637,8
1705546800000,2024-01-18 03:00:00,5.75374507,17.26123522,3
1705550400000,2024-01-18 04:00:00,1.2710355,7.626213,6
1705554000000,2024-01-18 05:00:00,0.00570103,0.05701027,10
1705557600000,2024-01-18 06:00:00,0.01059542,0.08476337,8
1705561200000,2024-01-18 07:00:00,0.01287994,0.07727961,6
1705564800000,2024-01-18 08:00:00,0.00282193,0.05079475,18
1705568400000,2024-01-18 09:00:00,0.00738261,0.10335657,14
